count,city,installation_date
1,RANCHO PALOS VERDES,2009
8,COLTON,2019
3,Woodside,2005
2,FARMERSVILLE,2010
6,Peoria,2008
33,BISHOP,2018
5,REDWAY,2015
3,Corralitos,2011
10,LOTUS,2019
1,Lompoc,2001
2,Boulder Creek,2012
1,Hoopa,2016
10,Millbrae,2011
18,Oak Hills,2017
3,TWAIN HARTE,2013
1,Ferndale,2002
11,LATON,2018
4,BALLICO,2015
3,DRYTOWN,2018
2,La Habra Heights,2003
24,Tracy,2006
4,CAMBRIA,2013
1,ROSAMOND,2007
38,EL SOBRANTE,2018
3,Alta Loma,2002
13,REDONDO BEACH,2013
22,SANTA BARBARA,2010
1,BRIDGEPORT,2018
12,AUBERRY,2015
23,Lemoore,2015
1,Lake Arrowhead,2005
1,HINKLEY,2016
21,SAN MARTIN,2019
5,PIRU,2015
217,Palm Desert,2014
2,Lucerne Valley,2007
2,Lockwood,2014
17,PRATHER,2015
21,Glenn,2012
1,CLEMENTS,2013
4,San Ramon,2002
9,COVELO,2018
637,SAN MARCOS,2017
20,Rohnert Park,2012
25,RIVERDALE,2015
3,Del Mar,2003
3,CULVER CITY,2012
1,Parker,2008
4,LOCKWOOD,2017
186,UNION CITY,2018
13,Fullerton,2018
27,ARTESIA,2017
15,La Palma,2011
58,Lafayette,2012
4,INVERNESS,2017
31,Sonoma,2006
7,RAIL ROAD FLAT,2019
1,Pismo Beach,2001
1,Guatay,2014
1,VENTURA,2002
1,Loch Lomond,2014
1,Moraga,2018
22,Laguna Hills,2014
34,Malibu,2011
2,Arcadia,2002
102,LINDSAY,2015
1,Yorkville,2012
17,Fremont,2004
2,El Monte,2007
2,Benicia,2005
29,Victorville,2011
1,Mt. View,2007
2,Lathrop,2018
2,GREENVILLE,2014
11,Coarsegold,2009
117,BYRON,2014
3,Shingletown,2014
1,mendota,2012
35,HALF MOON BAY,2014
52,Sun City,2012
9,CABAZON,2015
3,Coronado,2003
4,Foresthill,2008
61,Dixon,2018
2,Burney,2011
8,Chico,2003
1,Blue Lake,2005
2,Foresthill,2003
8,LA HONDA,2016
120,NEWMAN,2015
33,BEVERLY HILLS,2015
96,KERMAN,2015
3,TRABUCO CANYON,2003
5,Santee,2001
17,APPLEGATE,2019
1,LOCH LOMOND,2014
1,Hesperia,2005
2,Ross,2013
24,Ojai,2016
17,VENTURA,2013
17,Sanger,2008
12,Pittsburg,2015
2,Whitmore,2012
64,CORCORAN,2018
63,CARMEL,2014
16,HILLSBOROUGH,2013
510,HUNTINGTON BEACH,2016
7,Cool,2008
75,BREA,2014
8,OXNARD,2012
3,PLYMOUTH,2013
7,Santee,2007
86,CLAREMONT,2014
632,FONTANA,2017
88,Whittier,2017
5,WESTMINSTER,2012
8,Calistoga,2006
3,Pioneer,2002
1,AUBURN,2012
4,Monte Sereno,2008
34,Martinez,2010
25,Reedley,2016
1,Quartzsite,2007
2,Signal Hill,2010
2,Roseville,2005
99,Camarillo,2012
2,Midway City,2014
1,CLEARLAKE OAKS,2013
3,Lompoc,2006
2,Joshua Tree,2008
1,APPLE VALLEY,2004
1,Blythe,2007
1,ENCINITAS,2008
3,MARICOPA,2015
2,Redondo Beach,2006
3,Clearlake,2006
1,Cameron Park,2002
7,Solvang,2012
32,Rohnert Park,2018
142,LOS ALTOS,2014
1,Elk,2006
3,Wasco,2006
439,MORGAN HILL,2016
1,Nice,2013
1,BALLICO,2016
16,OCEANO,2019
35,Davis,2014
24,SOMERSET,2018
107,Apple Valley,2017
1,IMPERIAL BEACH,2003
122,PARADISE,2016
49,SOUTH PASADENA,2018
7,LAKE ARROWHEAD,2015
10,MIDDLETOWN,2016
135,GLENDORA,2017
65,MORAGA,2016
272,LADERA RANCH,2016
1,la mirada,2016
6,Sedona,2005
7,Sedona,2007
1,baldwin park,2016
2,VISALIA,2004
26,Auburn,2014
97,Thousand Oaks,2017
37,ORINDA,2013
19,Healdsburg,2012
150,TUSTIN,2016
271,LA JOLLA,2019
19,VICTORVILLE,2011
1,Witter Springs,2006
75,CARMEL,2015
4,Bayside,2012
1,WISHON,2015
4,Somerset,2004
69,Paso Robles,2013
25,RIVERDALE,2019
2,Dixon,2003
1,Parks,2007
1,La Canada,2005
1,Castroville,2016
44,MONTCLAIR,2017
33,EAST PALO ALTO,2019
3,VENTURA,2011
199,SARATOGA,2016
2,Manhattan Beach,2006
545,FALLBROOK,2018
8,BODEGA BAY,2016
2,ALHAMBRA,2006
4,Borrego Springs,2015
1,BISHOP,2007
1032,BAKERSFIELD,2013
1,La Verne,2007
5,Duarte,2015
6,Penngrove,2004
1,Willows,2004
8,Foster City,2010
30,GOSHEN,2013
1,Ranchita,2014
5,Windsor,2003
1,SAN RAMON,2012
44,Salinas,2012
26,Concord,2014
14,Ukiah,2007
19,AMERICAN CANYON,2013
14,29 Palms,2013
207,DAVIS,2014
1,riverside,2016
55,Stevenson Ranch,2014
16,Lakeport,2008
82,NOVATO,2013
6,Linden,2010
2,CANOGA PARK,2017
1,EL CAJON,2002
12,Castaic,2007
157,Walnut Creek,2012
43,Ontario,2015
47,VILLA PARK,2019
1,DESCANSO,2006
9,POMONA,2013
1,Lebec,2013
6,CALIENTE,2015
27,Phelan,2014
119,Tulare,2017
4,Oakhurst,2008
2,CASTROVILLE,2013
1,Alderpoint,2011
1,McFarland,2015
426,Temecula,2014
2,Jamul,2008
10,Bonsall,2014
1,HANFORD,2002
14,Vallejo,2006
2,TRES PINOS,2019
2,Pacific Grove,2006
23,OROSI,2015
121,DOWNEY,2019
2,CERRITOS,2010
3,Redwood Valley,2008
3,CATHEDRAL CITY,2013
12,Hollister,2008
3,San Gregorio,2007
17,San Juan Capistrano,2013
56,SAINT HELENA,2015
6,SANTA BARBARA,2006
26,Belmont,2013
2,Wrightwood,2013
3,FONTANA,2011
15,Romoland,2014
1,Cathedral City,2002
2,CROWLEY LAKE,2016
1,Los angeles,2017
1,Graton,2010
89,Sunnyvale,2008
18,Greenfield,2018
5,Pixley,2014
12,San Gabriel,2015
4,Georgetown,2005
1,Marysville,2001
2,Kingsburg,2004
1,AMADOR CITY,2014
1073,San Jose,2011
3,Raymond,2011
24,California City,2012
2,DOWNEY,2008
1,AVALON,2008
1,Wheatland,2018
1,Bolinas,1999
49,LAS FLORES,2015
221,MILPITAS,2015
1,GUATAY,2015
72,San Diego,2001
6,CORONADO,2012
13,WINDSOR HILLS,2015
2,Bay Point,2009
166,SHAFTER,2019
1,Live Oak,2005
66,LINDSAY,2016
4,Oakland,2000
10,Clements,2009
275,BERKELEY,2018
2,Rancho Bernardo,2014
415,SANTA CRUZ,2015
1,Tipton,2019
1,Desert Center,2018
1,VISALIA,2001
12,PALOS VERDES PENINSULA,2018
3,Acampo,2005
223,LATHROP,2015
1,Tombstone,2004
1,Cummings,2005
2,Shaver Lake,2010
1,LEMON COVE,2011
13,YORBA LINDA,2013
3,WEIMAR,2018
1,Clayton,2000
47,Fountain Valley,2013
27,PARAMOUNT,2019
1,Downieville,2002
1,FAIR PLAY,2004
48,BURLINGAME,2018
2,CARLOTTA,2016
2,Maricopa,2012
2,Carpinteria,2018
2,Camino,2014
3,Lake Isabella,2008
167,NIPOMO,2016
8,CHUALAR,2017
6,Belvedere,2012
5,Coalinga,2015
13,Coronado,2012
1,O Neals,2013
1,WATSONVILLE,2006
4,PLEASANTON,2003
1,Orosi,2007
7,Woodland,2003
174,VALLEY SPRINGS,2016
2,RANCHO MIRAGE,2006
85,Lakeside,2013
1,San Andreas,2004
61,Windsor,2013
4,COMMERCE,2014
428,FONTANA,2014
1,Havasu Lake,2016
93,Brea,2013
4,POINT ARENA,2015
54,Blythe,2017
21,Scotts Valley,2011
131,Brentwood,2018
29,Hercules,2016
1,Green Valley Lake,2012
1,EAST GARRISON,2016
13,Poway,2003
8,Los Banos,2011
151,REEDLEY,2017
8,Mariposa,2006
1,Ramona,2018
8,CLEMENTS,2014
1,DEL MAR,2002
47,PIEDMONT,2017
60,COSTA MESA,2014
136,WINDSOR,2014
124,RIPON,2018
8,MCKINLEYVILLE,2014
38,GRAND TERRACE,2014
1,PINON HILLS,2013
8,W SACRAMENTO,2019
1,Wrightwood,2018
9,Seaside,2012
2,Riverdale,2007
32,PLYMOUTH,2019
1,WRIGHTWOOD,2006
1,KENSINGTON,2002
6,Monte Sereno,2013
5,Bodega Bay,2012
1,TOLLHOUSE,2013
1,Mount Hermon,2009
14,Menlo Park,2005
1,HERMOSA BEACH,2009
5,Norwalk,2018
7,McKinleyville,2003
1,GARDEN GROVE,2006
5,COPPEROPOLIS,2013
6,Claremont,2006
1,Rutherford,2015
28,Apple Valley,2010
22,Dinuba,2018
2,Smartville,2006
1,Pinon Hills,2013
1,Yermo,2014
226,SAN JUAN CAPO,2018
3,FRAZIER PARK,2014
27,Yuba City,2009
9,WALNUT,2013
11,Laguna Woods,2013
9,Hamilton City,2013
13,THE SEA RANCH,2019
22,Discovery Bay,2013
2,WESTLAKE VILLAGE,2003
1,Mokelumne Hill,2002
1,LINDSAY,2010
1,Westley,2010
14,ENCINITAS,2012
6,HOPLAND,2018
11,Plumas Lake,2007
9,Anaheim,2017
280,SANTA CRUZ,2018
9,El Cajon,2017
73,Lakeside,2011
9,Cottonwood,2006
26,SANTA BARBARA,2013
3,Altadena,2005
9,CUTLER,2017
9,Templeton,2008
1,WATSONVILLE,2004
130,MARINA,2015
2,Pismo Beach,2014
56,EAST PALO ALTO,2014
1,Cucamonga,2013
32,Tulare,2010
47,AGOURA HILLS,2017
5,Pixley,2016
1,Oregon House,2006
2,Oakville,2008
190,UNION CITY,2019
6,Kenwood,2009
1,Las Flores,2010
3,SOUTH EL MONTE,2014
1,Three Rivers,2004
1,Julian,2008
27,BISHOP,2016
237,SAN JUAN CAPO,2016
2,Dana Point,2006
2,SNELLING,2014
12,Martinez,2014
5,MONTE RIO,2016
19,Shafter,2013
5,VOLCANO,2016
4,Cloverdale,2002
73,Woodland,2014
2,IRVINE,2008
139,BONITA,2014
5,Agoura Hills,2005
4,La Grange,2006
26,QUAIL VALLEY,2019
39,Rancho Mission Viejo,2018
39,Westminster,2017
22,Calistoga,2008
19,Loomis,2008
1,Pebble Beach,2003
2,Clarksburg,2013
9,Dana Point,2013
6,Sun City West,2007
233,LAGUNA HILLS,2019
1,Los Molinos,2004
5,Los Olivos,2009
16,Beverly Hills,2017
1,MENIFEE,2008
285,Antioch,2013
1,MC KITTRICK,2016
22,BISHOP,2017
1,Tres Pinos,2009
1,West Hills,2014
17,BUELLTON,2014
1,Stevinson,2008
1,Capistrano Beach,2013
4,Santa Ynez,2014
3,Gardena,2009
3,RANCHO SANTA FE,2007
17,Newport Beach,2018
6,Geyserville,2011
1,Yermo,2012
59,MONTEREY,2019
1,Agoura,2016
1,Cupertino,1999
71,Oceanside,2011
1,Wheatland,2002
1,BIG PINE,2017
1,Hidden Valley Lake,2015
9,Roseville,2010
4,Desert Hot Springs,2006
11,GLENDORA,2012
5,South Gate,2018
9,San Mateo,2003
9,Santa Rosa,2019
3,San Juan Capistrano,2005
1,WHITMORE,2015
23,SOUTH EL MONTE,2015
9,MCARTHUR,2018
1,Shasta,2009
75,PHELAN,2016
2,ANNAPOLIS,2019
1,KNIGHTS LANDING,2010
102,Auburn,2010
2,Solana Beach,2002
1,Desert Center,2017
2,Lucerne Valley,2005
3,EMERYVILLE,2019
12,FRAZIER PARK,2015
6,HANFORD,2011
16,Morgan Hill,2004
19,Corona,2006
7,LAMONT,2014
10,IDYLLWILD,2019
8,Ione,2010
10,Seal Beach,2008
6,Williams,2011
3,POINT REYES STATION,2017
39,Windsor,2011
3,ORO GRANDE,2014
3,Winchester,2005
35,Signal Hill,2012
191,Simi Valley,2017
2,Loma Linda,2006
59,Berkeley,2004
3,Riverbank,2015
28,CRESTON,2016
1,RANCHO LA COSTA,2003
48,Brea,2016
40,WOODLAKE,2015
3,Mokelumne Hill,2009
4,DIABLO,2019
138,SUISUN CITY,2014
1,FRENCH GULCH,2017
85,DISCOVERY BAY,2017
2,ALPAUGH,2019
1,SEAL BEACH,2008
7,ARBOGA,2019
3,Barstow,2007
1,Mountain Ranch,2015
6,Durham,2011
3,TEHAMA,2018
3,Diablo,2012
1,San Lorenzo,2004
3,TEHAMA,2017
4,FINLEY,2018
5,ROLLING HILLS ESTATES,2015
3,Fortuna,2010
12,GEYSERVILLE,2019
1,Navarro,2003
1,La Habra,2007
4,Milpitas,2006
235,NOVATO,2016
1,san bruno,2013
9,Mountain View,2003
26,Orange,2008
1,Sunnyvale,2017
837,CARLSBAD,2018
4,Hacienda Heights,2008
1,Wheatland,2006
9,Arcata,2009
1,Maxwell,2014
6,CORONADO,2011
2,Nelson,2013
60,BELMONT,2018
1,Helm,2015
3,SAN CLEMENTE,2008
170,CANYON COUNTRY,2017
3,Yucca Valley,2015
1,WOODLAKE,2005
27,Discovery Bay,2012
1,PHILO,2006
1,Bell,2013
4,Roseville,2011
1,Diamond bar,2016
14,SHINGLETOWN,2019
1,VALLEY CENTER,2006
2,Winters,2016
20,Alta Loma,2009
45,Orinda,2009
2,Point Loma,2010
10,SANTA NELLA,2015
1,Porterville,2002
52,Carson,2017
1,College City,2011
1,Mentone,2007
24,Covina,2015
1,LITTLEROCK,2002
16,Pasadena,2012
1,Auburn,2017
4,San Marino,2018
21,Livermore,2004
3,SAN GABRIEL,2012
31,Ojai,2006
3,Cave Creek,2006
2,Santa Clarita,2003
43,MALIBU,2018
1,Cambria,2005
41,HOLLISTER,2013
2,Nice,2014
2,Sonora,2003
2,Chualar,2019
6,Agua Dulce,2011
45,East Lancaster,2012
119,Porterville,2016
4,Chatsworth,2010
404,San Diego,2008
1,TULARE,2008
1,Beverly Hills,2006
1,Inyokern,2001
99,HERCULES,2018
1,JUNIPER HILLS,2015
15,Willits,2007
1,Merced,2003
3,San Bruno,2008
3,LOS OLIVOS,2019
2,Redwood Valley,2002
12,La Verne,2015
37,SANTA YNEZ,2018
106,Placentia,2013
1,Foresthill,2007
9,Clayton,2007
1,BISHOP,2012
1,Cherry Valley,2010
2,Vallecito,2011
1,MALIBU,2003
1,Sierra Madre,2015
16,Gilroy,2006
3,BRISBANE,2013
1,Dana Point,2007
4,Banning,2014
3,Yorba Linda,2005
2,Cayucos,2004
17,Oak Hills,2012
81,Garden Grove,2017
2,Galt,2014
810,SANTA ROSA,2019
7,Calabasas,2006
1,Port Costa,2005
2,MANTECA,2005
22,La Canada,2016
230,GRASS VALLEY,2019
10,Colton,2014
9,Arcata,2003
19,Beverly Hills,2009
2,NICASIO,2018
1,Bangor,2007
3,Tranquillity,2010
1,Littlerock,2007
85,REDONDO BEACH,2016
38,SAN JUAN BAUTISTA,2019
19,Nevada City,2005
32,Hesperia,2011
3,MODESTO,2016
4,APPLE VALLEY,2009
1,AGUA DULCE,2006
161,SELMA,2015
20,Tiburon,2006
35,NUEVO,2016
1,Tres Pinos,2006
1,Weldon,2004
1,Knights Landing,2011
6,JULIAN,2006
38,CULVER CITY,2018
2,Westlake Village,2006
4,LA MESA,2003
100,BLOOMINGTON,2016
9,Felton,2011
1,Frazier Park,2018
1,Pacific Beach,2011
1,GRANITE BAY,2012
68,PINOLE,2016
148,Martinez,2013
3,Prescott Valley,2008
6,Trabuco Canyon,2008
2,BIG SUR,2018
1,Baldwin Park,2005
86,Manteca,2012
6,Loma Linda,2007
88,FOOTHILL RANCH,2015
1,Diablo,2005
1,Muir Beach,2009
233,PETALUMA,2018
15,Alamo,2014
10,Geyserville,2010
2,Riverbank,2005
305,HESPERIA,2017
36,Santa Rosa,2003
14,Vallejo,2014
10,PALA,2018
1,Brownsville,2011
1,MI WUK VILLAGE,2014
9,Rancho Cucamonga,2008
1,Highland,2005
1,MADERA,2006
69,JACKSON,2018
232,THOUSAND OAKS,2018
32,Menlo Park,2009
60,WHEATLAND,2016
42,DURHAM,2014
7,Santa Ana,2006
1,Clarkdale,2003
1,Newberry Springs,2009
77,MENLO PARK,2017
1,Muir Beach,2013
17,Barstow,2012
620,HEMET,2018
58,Salinas,2011
12,FAIRFAX,2014
169,THOUSAND OAKS,2017
2,MOORPARK,2010
1,PROBERTA,2016
11,ALPINE,2011
25,Baldwin Park,2019
2,LA HONDA,2018
4,WINTON,2013
18,PEBBLE BEACH,2015
10,Dana Point,2011
1,Port Hueneme,2006
5,Templeton,2006
1,Burnt Ranch,2009
3,Cerritos,2018
11,WOFFORD HEIGHTS,2015
264,San Diego,2017
2,West Point,2014
1,ROUND MOUNTAIN,2013
1,Cool,2002
3,Soquel,1999
57,JURUPA VALLEY,2017
10,San Ramon,2019
64,Chino Hills,2016
1,Belvedere Tiburon,2008
9,BEN LOMOND,2013
371,San Jose,2008
5,DUNNIGAN,2015
2,Clearlake Oaks,2007
1,Lucerne Valley,2003
1,Nice,2010
33,PALA,2016
311,Menifee,2013
2,VISTA,2002
46,Loma Linda,2013
60,CALABASAS,2018
12,Woodlake,2016
140,SHAFTER,2015
1,Miranda,2006
1,LOWER LAKE,2013
1,MENTONE,2011
139,SAN LUIS OBISPO,2014
37,Bonita,2013
5,Cayucos,2007
1,Bieber,2013
68,Grass Valley,2009
2,Corralitos,2006
27,WINTON,2018
1,LA MESA,2004
8,Orinda,2004
9,ARTESIA,2014
1,lake forest,2016
3,Orland,2004
75,ACAMPO,2015
6,DESCANSO,2013
1,Milpitas,2001
3,Ridgecrest,2005
1,Rialto,2001
3,Selma,2005
29,Buena Park,2011
3,Huron,2012
3,Durham,2005
8,ROSEVILLE,2013
56,TRABUCO CANYON,2014
1,Carlotta,2002
3,Buena Park,2002
66,San Jacinto,2014
1,WHEATLAND,2002
3,Oxnard,2004
2,Cobb,2013
218,PLUMAS LAKE,2019
5,Stanton,2013
25,Hayward,2009
1,Fieldbrook,2006
4,Plymouth,2004
1,GARDEN GROVE,2005
47,Visalia,2015
1,South Gate,2011
8,Ross,2011
14,Monterey,2007
5,PALM SPRINGS,2009
9,Acampo,2012
1,Mount Hamilton,2007
3,Groveland,2007
109,Livermore,2010
20,San Dimas,2017
9,Paramount,2017
4,CANOGA PARK,2018
4,Pine Grove,2002
6,Tulare,2006
10,Daly City,2011
235,Pleasanton,2012
1,MANHATTAN BEACH,2002
53,SAN ANSELMO,2015
1,Whitethorn,2004
2,Malibu,2018
337,FULLERTON,2016
427,Lake Elsinore,2018
1,HOPLAND,2006
2,Terra Bella,2010
1,Grover Beach,2004
2,BAKERSFIELD,2012
16,OAK VIEW,2016
3,Orcutt,2012
5,San Miguel,2009
6,Menifee,2007
19,Santa Barbara,2003
17,ATHERTON,2014
3,Denair,2010
9,Grover Beach,2009
8,BUTTE CITY,2015
1,Paramount,2011
5,Santee,2002
10,Lomita,2011
3,Discovery Bay,2009
8,HAWAIIAN GARDENS,2017
4,SAN GERONIMO,2019
1,Rolling Hills,2007
1,Cressey,2012
39,Lakewood,2013
4,Middletown,2010
280,RANCHO MIRAGE,2017
96,Chino,2012
1,WESTLEY,2019
2,Soulsbyville,2011
2,THREE RIVERS,2006
21,Downey,2011
7,Buellton,2011
10,Malibu,2007
204,YUCAIPA,2016
10,ROLLING HILLS ESTATES,2017
1,Yermo,2003
1,BONSALL,2006
1,Crockett,2010
441,SALINAS,2019
4,Copperopolis,2013
9,SAUSALITO,2014
18,PINE VALLEY,2016
25,Goleta,2014
9,SANTA FE SPRINGS,2014
5,Pasadena,2018
63,Buena Park,2013
6,Corcoran,2010
9,ORANGE COVE,2014
4,MI WUK VILLAGE,2019
2,Mc Farland,2008
16,Vallejo,2008
36,Perris,2018
3,Newman,2014
3,Menifee,2006
6,LOS ANGELES,2012
6,LA HONDA,2014
133,Victorville,2017
1,San Geronimo,2002
2,FINLEY,2017
9,Lafayette,2003
4,KELSEYVILLE,2013
314,MARYSVILLE,2018
1,SALYER,2015
14,Santa Ana,2008
125,IONE,2018
2,Cool,2014
1,Coto De Caza,2003
37,El Cajon,2007
159,KINGSBURG,2016
1,CASSEL,2016
1,Mokelumne Hill,2003
1,Santee,2000
155,Tulare,2016
3,Temple City,2009
1,COPPEROPOLIS,2002
11,Gerber,2013
8,Lemon Grove,2011
1,Martinez,2002
9,THREE RIVERS,2019
142,Winchester,2017
5,Yucca Valley,2018
110,Santa Cruz,2012
13,Orange,2007
1071,EL CAJON,2017
43,PLACERVILLE,2013
1,Lake Almanor,2010
1,Arnold,2004
900,IRVINE,2019
1,Lake Elsinore,2004
1,San Martin,2015
672,LANCASTER,2017
2,Rosemead,2008
1,Greenville,2009
1,Caruthers,2016
19,LOS ALTOS HILLS,2013
2,Whitewater,2016
1,Campo,2016
80,CORNING,2017
1,lemoore,2012
2,COVELO,2013
89,TRABUCO CANYON,2017
3,Auburn,2001
1,Mendocino,2007
6,LAGUNA BEACH,2013
22,San Francisco,2019
1,Suisun City,2016
2,Gridley,2006
114,COALINGA,2019
7,Geyserville,2012
1,ALPINE,2003
2,LITTLE RIVER,2013
2,Crestline,2016
21,Redondo Beach,2016
1,DUNLAP,2019
5,San Andreas,2006
25,GREENFIELD,2014
85,Palmdale,2011
76,Palmdale,2015
1,Lakehead,2006
4,Wallace,2011
5,Danville,2003
70,El Monte,2018
52,MCKINLEYVILLE,2019
2,Fountain Valley,2006
203,LAFAYETTE,2015
1,PAUMA VALLEY,2007
20,LUCERNE VALLEY,2016
1,CUPERTINO,2004
2,Colfax,2005
7,Richmond,2002
3,Prather,2007
2,Duarte,2008
4,Mendocino,2004
7,PALOS VERDES PENINSULA,2019
141,BYRON,2015
2,Marysville,2017
2,Novato,2001
159,LA MIRADA,2015
151,ROCKLIN,2013
12,Moraga,2010
10,ARMONA,2017
354,NAPA,2016
14,BIGGS,2014
30,UKIAH,2015
11,ONTARIO,2013
69,LA CANADA,2019
15,Farmersville,2016
134,CHINO,2014
1,GRATON,2013
20,Rancho Mission Viejo,2017
4,ADELANTO,2013
7,MIRA LOMA,2013
10,MOUNTAIN RANCH,2015
1,Pollock Pines,2008
2,Cobb,2019
1,Shandon,2003
3,WHITMORE,2014
29,ACTON,2019
1,JACUMBA,2019
12,Seaside,2013
20,AROMAS,2018
4,San Jacinto,2015
99,WILLOWS,2019
668,TEMECULA,2016
16,California City,2017
142,Rocklin,2010
45,RIVERBANK,2014
3,Santa Margarita,2008
6,VIEW PARK,2014
49,West Sacramento,2015
1,REDONDO BEACH,2009
5,LAYTONVILLE,2017
143,LA PUENTE,2018
105,COALINGA,2016
4,Dana Point,2015
123,CAMPBELL,2015
44,COOL,2016
111,Porterville,2013
95,Rancho Cucamonga,2011
1,Eastvale,2018
1,Moss Beach,1998
14,KENWOOD,2015
7,ARCADIA,2013
193,SAN LUIS OBISPO,2018
2,Ahwahnee,2007
3,Montara,2010
22,Sierra Madre,2012
18,Fontana,2009
1,PRUNEDALE,2014
54,San Jacinto,2012
1,Alton,2011
1,ELK,2014
3,Rancho Cucamonga,2005
1,Pilot Hill,2016
26,Saint Helena,2013
3,Mira Loma,2009
22,Phelan,2017
2,CRESTON,2013
9,Bellflower,2012
2,Linden,2009
1,Pearblossom,2001
3,Gardena,2018
2,Tiburon,2000
1,San Pedro,2006
12,KNIGHTS LANDING,2018
1,Butte City,2014
3,Santa Paula,2007
7,EL MACERO,2016
4,Porterville,2007
1,Weimar,2014
199,LOOMIS,2016
7,La Crescenta,2009
3,FOREST KNOLLS,2014
56,Rancho Mirage,2016
1,Commerce,2008
2,Windsor Hills,2016
2,NICASIO,2019
2,Belvedere,2005
29,SANTA MARIA,2013
1,WEST HOLLYWOOD,2001
2,Inverness,2012
1,Latrobe,2001
46,Cerritos,2016
1,Sonoma,2000
2,CORRALITOS,2017
44,Fairfield,2016
4,Gilroy,2002
1,Manhatten Beach,2006
101,CARDIFF,2019
9,MOUNTAIN RANCH,2016
2,SOUTH PASADENA,2007
2,Bolinas,2011
23,Templeton,2011
5,Emeryville,2013
1,Greenbrae,2002
18,MAXWELL,2016
4,Robinson Ranch,2013
18,SOUTH EL MONTE,2019
1,Chandler,2006
5,SIMI VALLEY,2010
2,Payson,2007
62,Highland,2016
1,Willow Creek,2016
27,San Dimas,2012
1,PALMDALE,2006
1,HANFORD,2010
6,Redwood Valley,2006
2,ROBBINS,2013
1,Little Rock,2015
1,TWENTYNINE PALMS,2001
124,ALAMO,2019
1,Scottsdale,2003
176,LAFAYETTE,2016
4,Escalon,2009
177,Livermore,2011
43,Laguna Hills,2011
1,Canyon,2002
1,Corning,2004
1,BERKELEY,2004
1,LA CRESCENTA,2010
6,VALLECITO,2015
1,RUTHERFORD,2014
207,SELMA,2017
37,Saugus,2016
2,Belvedere,2009
70,Mission Viejo,2017
6,Escalon,2015
8,COMMERCE,2019
1,St. Helena,2004
36,Ridgecrest,2016
2,Albion,2002
8,BOULEVARD,2015
5,MAMMOTH LAKES,2019
43,Spring Valley,2014
2,Forest Ranch,2004
145,Mountain View,2007
77,SOLEDAD,2016
25,Santa Barbara,2004
1,Piru,2018
127,SAUGUS,2019
4,Rancho Bernardo,2009
32,San Clemente,2014
9,TIPTON,2018
2,Coloma,2013
93,San Marcos,2006
5,BELL CANYON,2014
118,NIPOMO,2017
2,PETROLIA,2019
19,Penn Valley,2009
6,Bolinas,2007
4,MOORPARK,2012
83,Berkeley,2010
45,EL CAJON,2011
11,Newark,2011
5,Taft,2010
40,San Luis Obispo,2008
2,Lindsay,2005
4,Glen Ellen,2003
1,Yermo,2016
53,LAS FLORES,2018
5,Midway City,2016
1,SOUTH PASADENA,2009
26,Ramona,2004
1,Gardena,2005
922,MURRIETA,2018
1,GARBERVILLE,2018
2,LAYTONVILLE,2019
4,BELL CANYON,2017
1,Colton,2003
143,VALLEY SPRINGS,2018
69,Manhattan Beach,2012
3,San Ysidro,2012
1,Greenwood,2000
1,Hamilton City,2004
2,Firebaugh,2008
11,Moss Beach,2013
1,Fountain Valley,2001
9,COLUMBIA,2015
8,Murrieta,2005
25,SAN MARINO,2019
1,OROVILLE,2006
32,Laguna Hills,2010
11,Scottsdale,2005
201,Rocklin,2013
36,Atascadero,2010
1,DESCANSO,2011
1,Gustine,2006
3,Indian Wells,2015
1,SOUTH DOS PALOS,2019
2,LONG BEACH,2002
2,Johnson Valley,2017
16,PIONEER,2016
7,Martinez,2018
1,Pauma Valley,2010
1,Pasadena,2002
4,BELL CANYON,2018
1,Rosamond,2010
31,Castro Valley,2007
1,SANTA BARBARA,1999
1,TEMESCAL VALLEY,2016
686,RAMONA,2019
72,RESCUE,2015
2,Gridley,2005
256,Morgan Hill,2013
1,Inglewood,2007
1,REDONDO BEACH,2010
18,Agoura Hills,2009
7,Laguna Niguel,2008
1,Goshen,2011
157,NEWARK,2017
5,MORRO BAY,2013
18,Live Oak,2008
26,Simi Valley,2009
1,Moreno VAlley,2016
2,Laguna Hills,2004
33,Glendora,2010
35,LA HABRA HEIGHTS,2016
62,Oakland,2017
8,Arcadia,2015
3,Fontana,2005
4,Oak View,2009
8,Los Gatos,2015
5,Sierra Madre,2016
10,Dos Palos,2013
1,Murrieta,2002
7,Quail Valley,2014
7,Arbuckle,2011
1,Buena Park,2004
69,LOS ALTOS HILLS,2015
325,PITTSBURG,2017
3,Soquel,2001
7,Carmel,2005
17,GONZALES,2018
67,MONTEREY PARK,2016
1,PAICINES,2014
1,YOSEMITE NATIONAL PARK,2017
6,Cottonwood,2019
1,Moreno Valley,2001
1,Atherton,2015
2,LAGUNA BEACH,2011
116,WINCHESTER,2014
67,VILLA PARK,2015
9,Santee,2016
2,SAN MARCOS,2006
1,Myers Flat,2013
2,Kettleman City,2015
1,Lebec,2010
1,Villa Park,2003
1,LEE VINING,2013
1,West Sacramento,2003
4,Lindsay,2008
145,LA VERNE,2015
4,OCEANSIDE,2004
42,Oxnard,2016
93,CLAREMONT,2017
82,West Covina,2013
14,Oakdale,2005
1,Dobbins,2007
